ID,Question,Intent
090-0028,Where can I find the secretariat office?,Contact
091-0028,What courses does the program offer?,Curriculum
092-0028,How many courses does the program offer?,Curriculum
093-0028,Is there a math related course?,Curriculum
094-0028,Are there any elective courses?,Curriculum
095-0028,How many semesters ,Curriculum
096-0028,How many semesters does the program consist of?,Curriculum
097-0028,How many semesters does the master consist of?,Curriculum
098-0028,How many courses does the program have in total?,Curriculum
099-0028,How many courses are there in each semester?,Curriculum
100-0028,Is there any course regarding signal processing?,Curriculum
101-0028,Does the master gives the opportunity to study about robots?,Curriculum
102-0028,What topics does the program focus on?,Curriculum
103-0028,How many are the compulsory courses?,Curriculum
104-0028,In which semester can I start the thesis?,Curriculum
105-0028,For how many semesters are the courses held?,Curriculum
106-0028,How much workload does this master program require?,Curriculum
107-0028,Do the courses offered reflect current market trends?,Curriculum
108-0028,What courses does each minor consist of?,Curriculum
109-0028,Can I study about NLP in this master?,Curriculum
110-0028,What are the courses with the least workload?,Curriculum
111-0028,How many courses have the least workload?,Curriculum
112-0028,Is the thesis semester combined with courses?,Curriculum
113-0028,Which course is the AIDL_A02?,Curriculum
114-0028,What courses do I need to successfully complete in order to graduate?,Curriculum
115-0028,Where can I find the teaching material for each course?,Curriculum
116-0028,Where can I find the curriculum for each course?,Curriculum
117-0028,Is the curriculum available somewhere?,Curriculum
118-0028,I want to see the courses' structure.,Curriculum
119-0028,What is Wearable and Affective Computing about?,Curriculum
120-0028,Which mathematical concepts are taught?,Curriculum
121-0028,Can I have the Semester schedule for 2022?,Schedule
122-0028,Can I have the Semester schedule for 2023?,Schedule
123-0028,Can I have the winter Semester schedule for 2022?,Schedule
124-0028,Can I have the last year semester schedule?,Schedule
125-0028,Where can I see in which rooms the lessons take place?,Schedule
126-0028,Room planning,Schedule
127-0028,Semester schedule,Schedule
128-0028,What date do classes start?,Schedule
129-0028,What date do classes end?,Schedule
130-0028,Will there be classes on October 28th?,Schedule
131-0028,Will there be classes on November 17th?,Schedule
132-0028,What day do classes break for Christmas?,Schedule
133-0028,When the examination period start?,Schedule
134-0028,When the examination period send?,Schedule
135-0028,How long is the examination period?,Schedule
136-0028,How long is the Christmas break?,Schedule
137-0028,Will there be a make-up period for missed classes?,Schedule
138-0028,Will there be a catch-up period for missed classes?,Schedule
139-0028,In which rooms do the classes usually take place?,Schedule
140-0028,What hours are the lessons held?,Schedule
141-0028,Which bank / national / public holidays affect the conduct of the courses?,Schedule
142-0028,Which days are the lessons held?,Schedule
143-0028,Is it necessary to be at campus everyday for lesson?,Schedule
144-0028,Will there be morning classes?,Schedule
145-0028,"On the days the classes are held,  are they going to be back-to-back classes?",Schedule
146-0028,What time do classes end at the latest?,Schedule
147-0028,What time do classes start at the earliest?,Schedule
148-0028,How many class hours in total per week?,Schedule
149-0028,Will there be a time break between classes?,Schedule
150-0028,What is the last day of classes for this semester?,Schedule
151-0028,I want to modify the courses' application,Documents
152-0028,"I will be away from classes due to illness for some days,  will I get absences?",Documents
153-0028,Is there any official government document regarding the establishment of the program?,Documents
154-0028,Are there any regulations that I should know about regarding the master?,Documents
155-0028,Is there any study regulation?,Documents
156-0028,I changed my mind and I want to register in some other courses this semester,Documents
157-0028,"I need more time to complete my thesis,  is it possible to have an extension?",Documents
158-0028,Where can I apply for semester extension for submission of my thesis?,Documents
159-0028,I have passed all the courses and I have just presented my thesis so I need to apply for graduation,Documents
160-0028,Do the assignments we submit have to follow a specific format?,Documents
161-0028,Where can I find the template for the cover page of my assignment?,Documents
162-0028,"If I meet the criteria to graduate,  do I need to fill out an application?",Documents
163-0028,Are the courses held remotely?,Documents
164-0028,Are the courses take place on campus?,Documents
165-0028,Who are responsible for the operation of the program?,Documents
166-0028,Is the AIDL program full or part time?,Documents
167-0028,What is the number of entrants?,Documents
168-0028,What is the language in which the courses are conducted?,Documents
169-0028,In what language of the courses?,Documents
170-0028,"Is all the necessary information about the establishment of the program,  the courses,  the way the courses are conducted,  the professors and the duration of study gathered somewhere?",Documents
171-0028,By what examination procedure are students examined in the courses?,Documents
172-0028,What are the criteria for grading the postgraduate thesis?,Documents
173-0028,What are the criteria to get a tuition fee waiver?,Documents
174-0028,What is the regulation for the assignment of a postgraduate thesis?,Documents
175-0028,What is the regulation for preparing a master's thesis?,Documents
176-0028,What is the regulation for the postgraduate thesis examination?,Documents
177-0028,In which language should the thesis be written?,Documents
178-0028,Assignment cover page,Documents
179-0028,MSc Thesis templates,Documents
180-0028,MSc Thesis proposal,Documents
181-0028,How much are the tuition fees?,Fees
182-0028,How much does the program cost?,Fees
183-0028,Who are the tuition fees paid to?,Fees
184-0028,What costs does tuition cover?,Fees
185-0028,Do I have to pay all the money at once?,Fees
186-0028,In how many installments can I pay?,Fees
187-0028,What is the total cost of the AIDL MSc program?,Fees
188-0028,Can my income be a criterion to get a tuition fee waiver?,Fees
189-0028,How much is the amount to be paid in the first installment?,Fees
190-0028,When is the first installment scheduled?,Fees
191-0028,How many installments will be in the first semester?,Fees
192-0028,I don't have money for the second installment,Fees
193-0028,Can I have a payment extension?,Fees
194-0028,I would like to have a payment extension,Fees
195-0028,Can I pay all in once?,Fees
196-0028,Can I pay the full amount at the end of the program?,Fees
197-0028,Are the tuition fees in 2022-2023 the same as in 2021-2022?,Fees
198-0028,What are the university fees?,Fees
199-0028,What is the pricing of the program?,Fees
200-0028,Who receives the tuition payments?,Fees
201-0028,What expenses are covered by tuition?,Fees
202-0028,How many instalments am I allowed to make?,Fees
203-0028,How much does the AIDL MSc program cost all in all?,Fees
204-0028,Can I receive a tuition fee waiver based on my income?,Fees
205-0028,What are the costs associated with attending the AIDL MSc program?,Fees
206-0028,Can I pay the entire cost when the program is over?,Fees
207-0028,What is the first installment's required payment?,Fees
208-0028,"To extend my deadline for payment, please",Fees
209-0028,How much do the tuition costs cost?,Fees
210-0028,How much must be paid in the initial installment?,Fees
211-0028,Who is the director of the program?,Instructors
212-0028,What are the contact info of the director?,Instructors
213-0028,In what domains does the director specialize?,Instructors
214-0028,What course does Mr. Kasnesis teach?,Instructors
215-0028,The email address of Patrikakis,Instructors
216-0028,I want the contact info of Mr. Nikolaou,Instructors
217-0028,What field does professor Maria Rangoussi specialize in?,Instructors
218-0028,Where can I find research work of Prof.  Nelly Leligou,Instructors
219-0028,How many of the program's instructors are women?,Instructors
220-0028,How many of the instructors in the program are men?,Instructors
221-0028,Where is Christos Drosos office?,Instructors
222-0028,Which university does Demetrios Cantzos belong to?,Instructors
223-0028,How many years has Dimitrios Kogias been teaching?,Instructors
224-0028,Does Dimitrios Piromalis have sufficient teaching experience?,Instructors
225-0028,Is George Matsopoulos running any laboratory in NTUA?,Instructors
226-0028,What is the email of Georgios Priniotakis?,Instructors
227-0028,Is mr Theodore Ganetsos available at Monday?,Instructors
228-0028,Contact info of mr Ioannis Kakkos,Instructors
229-0028,What is Kaminaris Stavros office phone number?,Instructors
230-0028,Where can I find mr Michail Papoutsidakis professional page?,Instructors
231-0028,What are Michalis Feidakis research interests?,Instructors
232-0028,What is the phone number of Prof. Papageorgas Panagiotis?,Instructors
233-0028,How many Ph.Ds Assistan Prof Paraskevi Zacharia hold?,Instructors
234-0028,What course does Pericles Papadopoulos teach?,Instructors
235-0028,I need the adress of Professor Psomopoulos Constantinos office,Instructors
236-0028,What is the bachelor of prof. Savvas Vassiliadis?,Instructors
237-0028,Where can I find Stelios Mitilineos?,Instructors
238-0028,Who oversees the program as director?,Instructors
239-0028,What are the director's contact details?,Instructors
240-0028,How many courses does dr. Kasnesis teach? ,Instructors
241-0028,Are any of the guest lecturers manager at Oracle?,Invited
242-0028,Are there guest lecturers on the program?,Invited
243-0028,Are there any guest lecturers on the schedule?,Invited
244-0028,Has the program invited any guest lecturers?,Invited
245-0028,Has the AIDL MSc program invited any guest lecturers?,Invited
246-0028,Is there an inviting professor from USA?,Invited
247-0028,Are there any guest professors scheduled to visit us?,Invited
248-0028,Are there visiting lecturers on the agenda to visit us?,Invited
249-0028,Is there any possibility that the CEO of NVIDIA will visit us for a lecture?,Invited
250-0028,IS any invited professor from MIT?,Invited
251-0028,Are visiting professors connected to the industry?,Invited
252-0028,How many visiting professors are affiliated with the program?,Invited
253-0028,The program has how many visiting professors as part of it?,Invited
254-0028,Are there any guest lecturers?,Invited
255-0028,Who are the Guest lecturers?,Invited
256-0028,Are there any guest speakers?,Invited
257-0028,Will be any foreign professors as special guests?,Invited
258-0028,invited speakers,Invited
259-0028,Can I have the email of San Murugesan invited guest?,Invited
260-0028,How come Sorin Matei is a guest lecturer?,Invited
261-0028,Will there be a guest from Australia?,Invited
262-0028,Will there be a visitor from a university in China?,Invited
263-0028,Is a list of the guest lecturers available?,Invited
264-0028,Is there a list of guest lecturers?,Invited
265-0028,Where can I find the list of invited professionals?,Invited
266-0028,Will there be a visitor from a university in England?,Invited
267-0028,Will there be a guest from UK?,Invited
268-0028,Are the invited lecturers linked with the current industry trends?,Invited
269-0028,Do the invited speakers have any connection to the most recent business trends?,Invited
270-0028,How do I access the full invited guest list?,Invited
271-0028,How can I access my student profile?,Registry
272-0028,How do I get into my student profile?,Registry
273-0028,How do I get to my student profile?,Registry
274-0028,Where can I find my Student information?,Registry
275-0028,How can I edit my personal information?,Registry
276-0028,Where can I see the courses I am enrolled in?,Registry
277-0028,Where can I find a list of the classes I'm registered for?,Registry
278-0028,I want to find the list of courses that I registered for last semester.,Registry
279-0028,I'm looking for a list of the classes I signed up for during the previous semester.,Registry
280-0028,The list of courses I registered for during the previous semester is what I'm looking for.,Registry
281-0028,What courses have I registered for this semester?,Registry
282-0028,Which classes am I enrolled in this semester?,Registry
283-0028,What is my overall grades so far?,Registry
284-0028,What is the current total of my grades?,Registry
285-0028,What is my grade point average?,Registry
286-0028,What is the average of my grades?,Registry
287-0028,How many courses have I successfully passed?,Registry
288-0028,In which courses have I got more than 7?,Registry
289-0028,Where can I see what grade I got in my thesis?,Registry
290-0028,Where can I find the teacher evaluation questionnaire?,Registry
291-0028,Where can I access the survey for evaluating teachers?,Registry
292-0028,Where can I see the list of available companies for internships?,Registry
293-0028,Where can I get a list of organizations offering internships?,Registry
294-0028,Are there any instructions on how to use the online student portal?,Registry
295-0028,Do the foititologio student portal's usage guidelines exist?,Registry
296-0028,Can I access the exam calendar through the web portal?,Registry
297-0028,Can I use the web portal to see the exam schedule?,Registry
298-0028,How can I issue a study certificate?,Registry
299-0028,How can I issue a Certificate of Analytical Score?,Registry
300-0028,Issuing a study certificate: how do I do that?,Registry
01 _0029,Does the program receive applications for fall Semester?,Applications
02 _0029,Where can I find an application form for the MSc in Artificial Intelligence and Deep Learning?,Applications
03 _0029,Which is the active applying  period for the course?,Applications
04 _0029,Can I apply for the course if don't have any work experience?,Applications
05 _0029,What documents I must send for assessment if I want to apply?,Applications
06 _0029,Is there an official government gazette corresponding to the program?,Applications
07 _0029,Which documents should accompany my application?,Applications
08 _0029,According to what criterion is any of the applicants accepted for the course?,Applications
09 _0029,How many times a year is there any announcement to apply for the MSc program?,Applications
10 _0029,How can I find out if there is any announcement about applying for MSc?,Applications
11 _0029,Is there a deadline to apply for the master?,Applications
12 _0029,Is the call for applications to the program expected to be announced in a specific period within the academic year?,Applications
13 _0029,Do I have to submit other documents along with the submission of my application form?,Applications
14 _0029,Is there a different deadline for submitting my personal documents than the application form?,Applications
15 _0029,There may be an interview before the selection of candidates?,Applications
16 _0029,In case I have not yet received my degree can I apply for a master's degree?,Applications
17 _0029,"Instead of the original degree, can I submit a relevant certificate to prove that I have passed the lessons necessary to obtain the relevant title?",Applications
18 _0029,Can I apply for admission to the master's degree for the second consecutive year?,Applications
19 _0029,What documents will I have to submit to successfully apply to the program?,Applications
20 _0029,Is there any special requirement related to my previous knowledge to apply for MSc?,Applications
21 _0029,Is there a minimum level of English knowledge to be accepted in the program?,Applications
22 _0029,What foreign language degrees are accepted by the program?,Applications
23 _0029,Is there an alternative way to prove my knowledge in English except to send a degree?,Applications
24 _0029,Is there a specific procedure that I have to follow in order to provide the letters of recommendation?,Applications
25 _0029,Do I need to provide a detailed score along with my original degree when applying for the MSc?,Applications
26 _0029,Is it necessary to provide a statement of interest if I wish to apply for the program?,Applications
27 _0029,Is one's previous research activity taken into account for acceptance in the program?,Applications
28 _0029,Does the acquisition of another postgraduate degree play some role in the selection criteria among the applicants?,Applications
29 _0029,Could there be an extension of the application period for the program?,Applications
30 _0029,Where do I have to submit my application documents for the Artificial Intelligence and Deep Learning?,Applications
31 _0029,"Applying for the course, do I have to include additional documents to prove my previous work experience as stated on CV?",Applications
32 _0029,What first degree should I have to accept my application?,Applications
33 _0029,Does the final sorting of students also includes runners?,Applications
34 _0029,Can I be accepted to the master's if I haven't complete my undergraduate studies?,Applications
35 _0029,Do I have any chance of being accepted in the program if I don't speak English?,Applications
36 _0029,Can I later submit one of the necessary accompanying documents for the application?,Applications
37 _0029,Should I follow a different procedure for my application in the program if I am a graduate from a foreign university?,Applications
38 _0029,What is important to have to be accepted in the program?,Applications
39 _0029,Which building is the administration in?,Contact
40 _0029,Where are the secretariat's contact details?,Contact
41 _0029,Is there a quick way to speak with someone from the the administrative office,Contact
42 _0029,Where exactly is the university located at?,Contact
43 _0029,Where will I find the MSc program secretariat?,Contact
44 _0029,How can I ask something directly to the program secretariat?,Contact
45 _0029,Is there a phone number on which I can call the MSc Secretariat?,Contact
46 _0029,Is there an alternative way to contact the master's secretariat?,Contact
47 _0029,How can I call the administration office on phone?,Contact
48 _0029,What hours can I call the Postgraduate Program Secretariat?,Contact
49 _0029,Is there a pin showing where the university is on Google Maps?,Contact
50 _0029,In what ways can I get in touch with the program secretariat?,Contact
51 _0029,Where is the university?,Contact
52 _0029,How can I ask a real person about my application for the program?,Contact
53 _0029,Where will I find the address for the secretariat mail?,Contact
54 _0029,In which building on campus is the secretariat of Artificial Intelligence and Deep Learning?,Contact
55 _0029,Does the secretariat receive calls?,Contact
56 _0029,Where is the the administrative office?,Contact
57 _0029,Apart from the email is there any way to communicate directly with the secretariat?,Contact
58 _0029,How can I go to campus?,Contact
59 _0029,Where is the campus where the lessons of this particular MSc take place?,Contact
60 _0029,Is there a map showing where the university is?,Contact
61 _0029,Can I call the secretariat in the afternoon?,Contact
62 _0029,Where should I send the documents for my application?,Contact
63 _0029,Where can I address for further information about the program?,Contact
64 _0029,What is the ZIP Code of the secretariat?,Contact
65 _0029,Where will I find detailed information about the MSc Thesis?,Curriculum
66 _0029,"Will there be practical implementation with actual drones in the course ""Autonomous Vehicles and Drones""?",Curriculum
67 _0029,"What is taught in the course ""Research Methodology, ethics and personal data protection""?",Curriculum
68 _0029,"What hardware will be provided by the MSc_program for the course ""Autonomous Vehicles and Drones""?",Curriculum
69 _0029,In which language should my master’s thesis be written?,Curriculum
70 _0029,Can I prepare my MSc dissertation in English?,Curriculum
71 _0029,Is there the possibility of writing group thesis in collaboration with fellow students?,Curriculum
72 _0029,"What exactly does the ""Wearable and Affective Computing"" course deal with?",Curriculum
73 _0029,Will we implement AI on a specific platform in Aidl_A03?,Curriculum
74 _0029,Will Aidl_A06 be examined normally or through assignments?,Curriculum
75 _0029,What's the syllabus for Artificial Intelligence in Healthcare and Biometrics?,Curriculum
76 _0029,"What is the purpose of ""Artificial Intelligence Today""?",Curriculum
77 _0029,What kind of big data will we process at the Knowledge Representation and Big Data?,Curriculum
78 _0029,Will we be given wearables that supports the use of artificial intelligence?,Curriculum
79 _0029,AIDL_A01 is considered a preliminary lesson?,Curriculum
80 _0029,Will we need to code from scratch in Advanced Intelligent Control and Robotic systems?,Curriculum
81 _0029,Is SIGNAL PROCESSING part of AIDL_B_CS02?,Curriculum
82 _0029,Will we have some hardware pieces for the AIDL_B_AS02 course?,Curriculum
83 _0029,The mathematics needed for mechanical learning are specialized?,Curriculum
84 _0029,Will there be exercises for AIDL_A04 or theory only?,Curriculum
85 _0029,"Is ""Advanced Topics in Deep Learning"" project-based?",Curriculum
86 _0029,How many instructors are in Aidl_B_AS03?,Curriculum
87 _0029,Does Aidl_B_AS01 deal with music signal processing?,Curriculum
88 _0029,In mathematics will we learn algebra?,Curriculum
89 _0029,Which basic sections will Neural Networks and Deep Learning (AIDL_02) cover?,Curriculum
90 _0029,"In Affective Computing - AIDL_B_CS03, DL techniques are used to recognize emotions?",Curriculum
91 _0029,With what tools we'll be working on Aidl_B01?,Curriculum
92 _0029,AIDL_A01 includes both Machine learning and Deep Learning?,Curriculum
93 _0029,Is Knowledge Representation and Big Data a Data Analysis course?,Curriculum
94 _0029,Which professor will rate students in Aidl 01?,Curriculum
95 _0029,Is AIDL_A06 completely theoretical?,Curriculum
96 _0029,Will there be real medical data for AIDL_B_CS02 (AI in Health Care)?,Curriculum
97 _0029,Does AIDL_B_CSO3 involving real wearables?,Curriculum
98 _0029,"What is the description of the ""AIDL_B_CS03"" course?",Curriculum
99 _0029,"Where will I find a summary about 'Research Methodology, Ethics and Personal Data Protection'?",Curriculum
100 _0029,Where will I find information about the course projects at  Autonomous Vehicles and Drones?,Curriculum
101 _0029,"What is the ""Affective Computing"" in aidl b_cs02?",Curriculum
102 _0029,What are the major use cases of dealing with Big Data on aidl_b01?,Curriculum
103 _0029,Is Deep Learning used in AIDL_B_AS01?,Curriculum
104 _0029,In how many payable installments can I pay the tuition fees for the postgraduate program?,Fees
105 _0029,What is the total cost of the program?,Fees
106 _0029,Should I pay tuition in each semester separately?,Fees
107 _0029,Can I delay tuition pay if I don't work?,Fees
108 _0029,Do the same tuition fees correspond to each semester?,Fees
109 _0029,Where do I have to pay the tuition fees for the MSc program?,Fees
110 _0029,Are there any tuition fees required for the enrolment?,Fees
111 _0029,Is it possible to join the program without submitting tuition fees?,Fees
112 _0029,Is the program free or requires tuition fees?,Fees
113 _0029,Under which circumstances a tuition waiver is being offered for a student?,Fees
114 _0029,How much does it cost?,Fees
115 _0029,Do I have a discount if I pay all the money in advance?,Fees
116 _0029,How many students can they study under a tuition fee waiver?,Fees
117 _0029,What is the purpose that is served by collecting money for tuition?,Fees
118 _0029,Do I have to pay in advance for each semester?,Fees
119 _0029,Can I pay the tuition fees in doses during the academic semester?,Fees
120 _0029,Are there separated tuition fees for each course of the MSc program?,Fees
121 _0029,There is a fixed amount of tuition fees corresponding to each student?,Fees
122 _0029,What can one do if he is unable to pay what is needed for tuition?,Fees
123 _0029,Is it possible for anyone not to pay exceptionally?,Fees
124 _0029,Is professor Pericles Papadopoulos a mathematician?,Instructors
125 _0029,Is Nikolaou Grigoris a full professor?,Instructors
126 _0029,What lessons does Panagiotis Kasnesis teach?,Instructors
127 _0029,Who is the MSc Program Director?,Instructors
128 _0029,How many scientific publications does Professor George Matsopoulos have?,Instructors
129 _0029,Is Nelly Leligou a professor at University of West Attica?,Instructors
130 _0029,How many courses Maria Rangoussi teach in the postgraduate program?,Instructors
131 _0029,Has Michael Papoutsidakis graduated somewhere abroad?,Instructors
132 _0029,Is Professor Savvas Vassiliadis in the Department of Electrical and Electronic Engineering at the University of West Attica?,Instructors
133 _0029,Is professor Maria Rangoussi  involved in some current scientific research?,Instructors
134 _0029,Does Charalampos Patrikakis participate in any actual research?,Instructors
135 _0029,Does Georgios Priniotakis participate in any actual research?,Instructors
136 _0029,How many papers has Grigorios Nikolaou published?,Instructors
137 _0029,What lessons does Pyromalis teach?,Instructors
138 _0029,What are the previous studies of associate professor Demetrios Cantzos?,Instructors
139 _0029,What is Rangoussi's scientific background?,Instructors
140 _0029,How does Professor Kaminaris Stavros relate to the field of energy management and storage?,Instructors
141 _0029,Does Patrikakis undertake the supervision of master's dissertations?,Instructors
142 _0029,What is Kasnesis' association with NVIDIA?,Instructors
143 _0029,How can I find a Google Scholar link for George Matsopoulos?,Instructors
144 _0029,Is Professor Ganetsos responsible for particular  Erasmus collaborations?,Instructors
145 _0029,Has Theodore Ganetsos studied Physics?,Instructors
146 _0029,Is Matsopoulos interested in medical image reconstruction?,Instructors
147 _0029,In which university does Ioannis Kakkos hold his Post-Doc position?,Instructors
148 _0029,What is the academic position of Dimitris Kogias in the department of Electrical & Electronics Engineering?,Instructors
149 _0029,Does Kogias participate in CONSERT Research Lab?,Instructors
150 _0029,What are Paraskevi Zacharia's research interests?,Instructors
151 _0029,Is there a phone number to contact Paraskevi Zacharia?,Instructors
152 _0029,Where will I find the scientific publications of Pericles Papadopoulos?,Instructors
153 _0029,What was Michalis Feidakis Major?,Instructors
154 _0029,Is Stelios Mitilineos' research activity related to the department?,Instructors
155 _0029,What is Dimitrios Piromalis's mail?,Instructors
156 _0029,Where can I find the personal website of Professor Panagiotis Papageorgas?,Instructors
157 _0029,Where in addition to the department is Michalis Fidakis' teaching?,Instructors
158 _0029,Is Piromalis the director of a research lab at the University of West Attica?,Instructors
159 _0029,In what scientific area does Kasnesis Panagiotis operate?,Instructors
160 _0029,Is Patrikakis IEEE member?,Instructors
161 _0029,Is Constantinos Psomopoulos an expert of Electric Power Division?,Instructors
162 _0029,Where did Konstantinos Psomopoulos receive his doctorate?,Instructors
163 _0029,Where did Rangoussi receive her doctorate?,Instructors
164 _0029,What is the scientific field in which Kassesis is conducting his research?,Instructors
165 _0029,Where is the Linkedin profile of Dimitrios Kogias?,Instructors
166 _0029,Who are the most important invited lectures of the course?,Invited
167 _0029,How many invited lectures are expected to be presented during the whole MSc program?,Invited
168 _0029,Will there be scientists from universities around the world where they will give lectures during the courses?,Invited
169 _0029,How is Sorin Adam Matei related to artificial intelligence?,Invited
170 _0029,Is Neeli R. Prasad the author of any book about Internet of Things?,Invited
171 _0029,Will other scientists outside the program teach in the courses?,Invited
172 _0029,In which lesson will San Murugesan be invited?,Invited
173 _0029,Will Verveniotis G. be invited for the AIDL_B01 course?,Invited
174 _0029,Will there be guest lecturers outside the European Union?,Invited
175 _0029,Is Michael Kounavis working for Facebook?,Invited
176 _0029,Will there be a live presentation with Neeli R. Prasad as lecturer?,Invited
177 _0029,Where can I check San Murugesan's research work?,Invited
178 _0029,Is Vassilios Tzerpos' research focused on deep learning applications for music?,Invited
179 _0029,Is Nikos Christakis academic?,Invited
180 _0029,What does Saeid Abolfazli deal with?,Invited
181 _0029,Will Michael Kounavis give a speech?,Invited
182 _0029,Where has George Verveniotis worked?,Invited
183 _0029,Is Spyros Polykalas an Electrical and Computer engineer?,Invited
184 _0029,Who are the most notable in their scientific field people who are going to be invited?,Invited
185 _0029,Will we call someone who applies machine learning to social media?,Invited
186 _0029,Where can I find the weekly schedule for winter semester?,Schedule
187 _0029,When do the lessons stop for Christmas?,Schedule
188 _0029,What time is AIDL_B_CS01?,Schedule
189 _0029,How many days a week do we have lectures?,Schedule
190 _0029,How many lectures will be in total for Aidl_A05?,Schedule
191 _0029,How many times a week do we have a math lesson?,Schedule
192 _0029,What day is deep learning class?,Schedule
193 _0029,Do we have a Friday classes?,Schedule
194 _0029,When do winter semester classes end?,Schedule
195 _0029,How many weeks of replenishment does the spring semester have?,Schedule
196 _0029,What time do classes start on Monday?,Schedule
197 _0029,Do we have lessons on the day of Greek Independence?,Schedule
198 _0029,What is the semester program?,Schedule
199 _0029,What days do preliminary selection courses fall?,Schedule
200 _0029,Are they classes on the weekend?,Schedule
201 _0029,How many days are the lessons interrupted due to Easter celebration?,Schedule
202 _0029,Is AIDL_B_CS02 the first course on Thursdays?,Schedule
203 _0029,Aidl_A06 starts at 6 pm Fridays?,Schedule
204 _0029,The weekly lecture on Aidl_B_AS03 is two hours long?,Schedule
205 _0029,Do we have Mathematics on Wednesday?,Schedule
206 _0029,How many lectures of Wearable and Affective Computing fall on national holidays?,Schedule
207 _0029,When do we have Signal Processing?,Schedule
208 _0029,Today we have Aidl_A05 or Aidl_A06?,Schedule
209 _0029,"What time starts ""Platforms for AI and Python programming""?",Schedule
210 _0029,What is the first week of the semester?,Schedule
211 _0029,How many weeks has the current semester?,Schedule
212 _0029,In what week of the winter semester are we?,Schedule
213 _0029,Do we have lessons next week?,Schedule
214 _0029,"Is aidl b01 on the same day as ""Advanced Control and Robotic systems""?",Schedule
215 _0029,How many lessons do we have every Tuesday?,Schedule
216 _0029,Is there an application form to change registered courses?,Documents
217 _0029,Does preparation of the final thesis require a specific template?,Documents
218 _0029,What documents do I need to send to the secretariat to graduate?,Documents
219 _0029,Where is the form for courses modification,Documents
220 _0029,Do I need to fill a specific declaration form to register in courses?,Documents
221 _0029,Which document is there to apply for extension to complete my thesis?,Documents
222 _0029,Where will I find the application for extension of my MSc Thesis,Documents
223 _0029,What do I need to send to postpone my thesis examination?,Documents
224 _0029,Do I have to apply officially to graduate?,Documents
225 _0029,What is the proper template for the Msc thesis?,Documents
226 _0029,What do I need sign to declare courses for the semester?,Documents
227 _0029,How will I find the graduation request document?,Documents
228 _0029,What is the application for courses modification?,Documents
229 _0029,What document should I fill in to declare a project title?,Documents
230 _0029,Where is the template for assignment cover page?,Documents
231 _0029,How do I state my project title?,Documents
232 _0029,How do I formally state my project title?,Documents
233 _0029,How do I apply for a diplomatic dissertation?,Documents
234 _0029,What to sign to formally take an MSc thesis?,Documents
235 _0029,What are the relevant documents with Thesis?,Documents
236 _0029,Is there a formal doc of evaluating the postgraduate  thesis?,Documents
237 _0029,How do I apply for an examination of my Msc Thesis?,Documents
238 _0029,Is there a ready application form to submit a postgraduate diplomatic dissertation?,Documents
239 _0029,How can I find out about the MSc Thesis regulations?,Documents
240 _0029,Where are the regulations on MSc theses written?,Documents
241 _0029,Where is the MSc Authorization published in the Government Gazette?,Documents
242 _0029,According to what official document is the MSC MSc Study Regulation?,Documents
243 _0029,What courses are included in Cognitive Systems Minor?,Curriculum
244 _0029,How many ECTS correspond to each course of the MSc program?,Curriculum
245 _0029,Which lessons give the most ECTS units?,Curriculum
246 _0029,Is Artificial Intelligence in Healthcare and Biometrics  a preliminary selection course?,Curriculum
247 _0029,Can I not attend all the lessons of the 1st semester?,Curriculum
248 _0029,How many courses does each minor include?,Curriculum
249 _0029,In what semester is the Advanced Intelligent Control and Robotic Systems course?,Curriculum
250 _0029,How many are the mandatory courses in each semester?,Curriculum
251 _0029,How many ECTS points does the completion of the thesis give?,Curriculum
252 _0029,Will I have NLP if I choose Minor in Autonomous Systems?,Curriculum
253 _0029,Is ' knowledge representation & big data' in spring semester?,Curriculum
254 _0029,In the third semester is only the thesis?,Curriculum
255 _0029,Should I attend classes in all 3 semesters?,Curriculum
256 _0029,How many lessons should I attend in the 2nd semester?,Curriculum
257 _0029,In which of the three semesters are the most courses?,Curriculum
258 _0029,What's the programme Outline in this master's degree?,Curriculum
259 _0029,When should I choose Minor?,Curriculum
260 _0029,What is the workflow in each semester?,Curriculum
261 _0029,Will I have mathematics in the next semester?,Curriculum
262 _0029,"Are all the courses with the letter ""A"" after ""AIDL"" in  the first semester?",Curriculum
263 _0029,Are lessons being held when the public transportation strikes?,Irrelevant
264 _0029,Is this program recognized as a master's degree in Europe?,Irrelevant
265 _0029,Are there sports activities on campus?,Irrelevant
266 _0029,What is deep learning?,Irrelevant
267 _0029,Can I become a Machine Learning expert in MLOps from this master?,Irrelevant
268 _0029,What if I want to continue for a PhD?,Irrelevant
269 _0029,Is there an option for distance attendance?,Irrelevant
270 _0029,Anyone who has graduated is considered an AI engineer?,Irrelevant
271 _0029,Is it possible to join a research team in the department of Electrical and Electronics Engineering?,Irrelevant
272 _0029,Do companies hire people who have graduated from Artificial Intelligence & Deep Learning?,Irrelevant
273 _0029,What is the exact title of someone who has graduated from this Master of Science?,Irrelevant
274 _0029,What percentage of admissions do they manage to graduate from the program?,Irrelevant
275 _0029,What to do if I am sick and unable to attend a lesson?,Irrelevant
276 _0029,Can I come with my pet in the lectures?,Irrelevant
277 _0029,What prospects for work does one have with this master's degree?,Irrelevant
278 _0029,Am I entitled to a student pass in case I enter the master's program?,Irrelevant
279 _0029,Is there a free parking area on campus?,Irrelevant
